date,content
2019-10-30 20:38:31,RT @AMCArtisanFilms: Watch this exclusive clip from #HARRIET. Witness the miraculous story of Harriet Tubman this weekend at AMC. https://t…
2019-10-30 20:37:35,RT @BrothaInsight: @AishaHinds will forever be my #Harriet https://t.co/ZdFKelcDzt
2019-10-30 20:37:34,Saw the great Cynthia Erivo as Harriet Tubman last night. Incredible!! Definitely Oscar worthy! #Harriet  harrietfi… https://t.co/T59deyOff6
2019-10-30 20:34:14,i refuse to watch #Harriet . i will not watch someone who denigrates ADOS play an ADOS hero. absolutely not. hope it flops lol
2019-10-30 20:30:00,"MOVIE PASS PKG: Tony Award winner Cynthia Erivo stars as Harriet Tubman in #Harriet, the first big-screen biopic ab… https://t.co/1DPidWgTnG"
2019-10-30 20:27:09,"RT @tonetalks: WATCH: @tonetalks on uncomfortable truths about 
#Harriet film &amp; @Comcast “If you have a lawsuit in the Supreme Court attack…"
2019-10-30 20:25:19,RT @AMCArtisanFilms: Watch this exclusive clip from #HARRIET. Witness the miraculous story of Harriet Tubman this weekend at AMC. https://t…
2019-10-30 20:23:51,"Tonight Live with 6x Grammy Winner, Academy Award Nominee @T_Blanchard composer of 40+ film scores, many with Spike… https://t.co/UWmW8l0685"
2019-10-30 20:22:44,RT @AMCArtisanFilms: Experience the extraordinary tale of #Harriet Tubman's escape from slavery and transformation into one of America's gr…
2019-10-30 20:20:30,"RT @FocusFeatures: “Not only was I doing my literal wildest dream… it showed me that this could be my job.""
In this episode of #MyFirstGig,…"
2019-10-30 20:18:51,"RT @FocusFeatures: “Not only was I doing my literal wildest dream… it showed me that this could be my job.""
In this episode of #MyFirstGig,…"
2019-10-30 20:17:38,RT @AMCArtisanFilms: Experience the extraordinary tale of #Harriet Tubman's escape from slavery and transformation into one of America's gr…
2019-10-30 20:15:41,"RT @screenrant: Check out our #Harriet interview with director Kasi Lemmons and star Cynthia Erivo! 

https://t.co/FrBA3OWDJw https://t.co/…"
2019-10-30 20:15:38,RT @BrothaInsight: @AishaHinds will forever be my #Harriet https://t.co/ZdFKelcDzt
2019-10-30 20:14:21,RT @UniPicturesCAN: Rebel. Spy. Legend. #HARRIET is in theatres Friday.
2019-10-30 20:11:36,#Harriet is the latest installment in my #MoviesForTheResistance series. We must harness her badass energy for toda… https://t.co/nePUIqgryj
2019-10-30 20:10:27,"Even in the slavery era, there were black women who were free, of means, and wielded a certain authority… #Harriet… https://t.co/lO9wGjvjR8"
2019-10-30 20:07:50,"RT @HarrietFilm: Director @kasi_lemmons and #HARRIET stars @CynthiaEriVo, @JanelleMonae, @josalw and @nessabcalloway at tonight's LA premie…"
2019-10-30 20:06:24,"RT @GirlTrek: This Friday.

November 1st.

History will be made. 

Black women everywhere will salute #HarrietTubman at sunrise. #GirlTrek…"
2019-10-30 20:04:42,Check out our  #Harriet interview with director Kasi Lemmons and star Cynthia Erivo!    https://t.co/TZaaLLVefU… https://t.co/q7LAkpp1F8
2019-10-30 20:04:06,"RT @screenrant: Check out our #Harriet interview with director Kasi Lemmons and star Cynthia Erivo! 

https://t.co/FrBA3OWDJw https://t.co/…"
2019-10-30 20:02:29,"Check out our #Harriet interview with director Kasi Lemmons and star Cynthia Erivo! 

https://t.co/FrBA3OWDJw https://t.co/IGBSVXV5nH"
